Noise Level,Logistic Regression,Random Forest
0.0,0.956140350877193,0.956140350877193
0.1,0.9649122807017544,0.9736842105263158
0.2,0.9736842105263158,0.9649122807017544
0.3,0.9649122807017544,0.956140350877193
0.5,0.9736842105263158,0.9473684210526315
